date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres
12/05/2023,13.8,5,21,0,,344,7.4,20.4,1024.2
13/05/2023,14.2,6,21,0,,217,7.1,20.4,1024.9
14/05/2023,15.8,9,22,0,,91,9,24.1,1020.8
15/05/2023,14.9,6,21,0,,335,7.5,18.5,1012.4
16/05/2023,12.3,9,15,0,,266,9.6,31.5,1007.1
17/05/2023,9.5,5,12,1.3,,289,22.3,59.3,1014.4
18/05/2023,10.3,5,15,0,,224,10.5,29.6,1026.1
19/05/2023,10,2,15,0,,287,7.3,20.4,1029.9
20/05/2023,12.4,4,21,0,,321,9.4,22.2,1029
21/05/2023,16.3,7,23,0,,46,7.9,22.2,1024.5
22/05/2023,17.8,12,23,0,,246,7.8,20.4,1019.9
23/05/2023,13.9,11,16,3.3,,155,6.3,18.5,1013.3
24/05/2023,13.3,7,19,0,,289,8.5,31.5,1017.3
25/05/2023,12.8,9,15,0,,288,16.1,37,1021.3
26/05/2023,12.8,10,15,0,,293,20.4,40.8,1024.1
27/05/2023,12.2,6,16,0,,221,12.4,33.3,1024.4
28/05/2023,12.7,11,15,0.3,,257,21.7,48.2,1018.7
29/05/2023,10.6,3,16,0,,320,9.5,31.5,1021
30/05/2023,13,4,19,0,,314,9.7,24.1,1024.6
31/05/2023,14.8,11,19,0,,248,14.5,29.6,1018.7
01/06/2023,12.7,5,17,0,,40,16,40.8,1016.6
02/06/2023,10.2,3,15,0,,345,9.8,29.6,1023.4
03/06/2023,12,3,18,0,,233,9.6,25.9,1022
04/06/2023,12.8,5,18,0,,319,8.5,24.1,1020.8
05/06/2023,14,6,19,0,,275,6.9,20.4,1021.3
06/06/2023,15,9,19,0,,190,10.6,25.9,1018.7
07/06/2023,15.4,7,21,0,,311,7.2,20.4,1018.7
08/06/2023,14.8,7,20,0,,304,6.1,22.2,1017
09/06/2023,18.2,12,24,0,,85,15.8,42.6,1021.1
10/06/2023,17.6,11,23,0,,82,11,27.8,1025.3
11/06/2023,17.6,12,22,0,,169,11.2,25.9,1026.1
12/06/2023,17,8,23,0,,346,7.9,22.2,1024.2
13/06/2023,17,7,23,0,,310,9.7,29.6,1021.3
14/06/2023,19.3,9,27,0,,324,9.1,33.3,1020.9
15/06/2023,20.5,13,26,0,,303,7.6,24.1,1018.9
16/06/2023,20,12,26,0,,10,7.8,27.8,1015.3
17/06/2023,20.9,13,28,0,,356,8.1,27.8,1013.8
18/06/2023,17.5,16,19,0,,35,10.8,31.5,1013.9
19/06/2023,17.7,11,22,0,,122,7.3,22.2,1013.2
20/06/2023,19.3,17,22,0,,168,8.4,27.8,1014.4
21/06/2023,18,13,21,1.2,,161,13.1,40.8,1012.3
22/06/2023,18.3,16,21,0,,258,21.9,42.6,1016
23/06/2023,18.3,15,21,0,,281,13.9,33.3,1016.1
24/06/2023,17,12,21,0,,220,11.9,31.5,1019.3
25/06/2023,17.6,12,22,0,,254,6.7,20.4,1018.8
26/06/2023,18.4,11,27,6.7,,113,9.4,38.9,1010.7
27/06/2023,17.6,15,20,0.1,,276,13.3,40.8,1007.1
28/06/2023,17.4,11,22,0,,301,9.4,25.9,1012.5
29/06/2023,18.3,14,21,0,,206,11.2,27.8,1010.5
30/06/2023,17.1,15,19,0.3,,239,22.6,59.3,1005.3
01/07/2023,15.9,14,18,4.7,,209,14.2,38.9,998.3
02/07/2023,15.3,13,18,2.4,,233,23,70.4,992.4
03/07/2023,13.5,12,16,6.8,,249,30.9,77.8,994.8
04/07/2023,13.9,13,15,1.8,,225,20.9,59.3,999.9
05/07/2023,14.7,12,18,2.8,,183,16.1,46.3,1006.5
06/07/2023,14.6,13.8,16,6.1,,211,25,59.3,1006.4
07/07/2023,16.4,14,19,0,,254,19.4,51.8,1018.4
08/07/2023,17,12,21,0,,274,9.6,22.2,1021.9
09/07/2023,17.8,10,24,0,,327,4.6,18.5,1021.7
10/07/2023,17,13,21,7.3,,139,6.3,29.6,1016.7
11/07/2023,17,15,20,0.2,,190,12.4,38.9,1013.2
12/07/2023,16.4,15,18,29.5,,170,13,38.9,1004.9
13/07/2023,16.5,14,20,0,,233,17,42.6,1007.6
14/07/2023,16.4,14,19,0,,240,15.6,46.3,1012.2
15/07/2023,18,13,24,1.9,,134,15.2,44.5,1008
16/07/2023,18.1,16,20,14.3,,197,23.9,59.3,1004.6
17/07/2023,16.1,13,17,3.5,,217,24.7,55.5,1008.4
18/07/2023,15.8,14,17,0,,257,27.2,59.3,1010.5
19/07/2023,15.4,14,18,0,,267,23.3,51.8,1007.5
20/07/2023,15.4,14,17,0,,263,23.2,51.8,1004.6
21/07/2023,15.3,13,17,0,,248,18.6,46.3,1005.3
22/07/2023,14.3,11,17,0,,221,14,37,1005.7
23/07/2023,15.2,9,20,1.2,,195,9.4,29.6,1004.2
24/07/2023,16.3,14,19,10.1,,154,14.8,44.5,995.2
25/07/2023,16.2,15,18,0,,247,20.6,51.8,996.3
26/07/2023,14.3,13,17,4.8,,220,22.1,53.7,1000.8
27/07/2023,15.1,12,18,14.6,,251,18,51.8,1001.1
28/07/2023,14.3,8,18,0,,294,6.9,24.1,1003.8
29/07/2023,16,12,21,0,,164,9,25.9,1003.3
30/07/2023,16.7,15,20,0.7,,215,12.1,29.6,1002.6
31/07/2023,14.6,13,17,2.6,,101,7.1,27.8,1000.1
01/08/2023,15.3,11,19,0,,93,7,22.2,994.1
02/08/2023,16.3,13,20,0,,285,6.7,20.4,993.6
03/08/2023,16,12,20,0.4,,8,6.7,27.8,992.9
04/08/2023,17.4,14,20,0,,226,11.8,25.9,1002.4
05/08/2023,16.1,14,18,0,,210,12.5,35.2,1009.9
06/08/2023,14.7,10,19,5.6,,42,9.7,42.6,1008.3
07/08/2023,14.4,13,17,24,,307,18.5,53.7,991
08/08/2023,13.3,12,15,18.9,,250,31,87,985.7
09/08/2023,13.3,11,15,15.1,,259,25.2,75.9,998.5
10/08/2023,15.2,12,17,0,,265,18.1,38.9,1011.5
11/08/2023,14.6,11,17,0,,189,11.4,29.6,1016.5
12/08/2023,18.5,17,21,3.9,,169,13.4,37,1014
13/08/2023,17.4,16,19,2.5,,199,13.5,27.8,1012.3
14/08/2023,17.8,15,21,0,,180,9.3,25.9,1014.9
15/08/2023,18,14,22,0,,150,9,31.5,1013.3
16/08/2023,16.5,13,19,0,,219,16.8,35.2,1017
17/08/2023,15.4,10,19,0,,78,4.8,24.1,1023.8
18/08/2023,16.7,14,19,0,,36,7.7,33.3,1023.8
19/08/2023,20.1,16,24,0,,85,13,35.2,1020.3
20/08/2023,18.8,17,21,4.6,,186,12,33.3,1018.6
21/08/2023,17,14,20,0,,248,15.1,42.6,1018.4
22/08/2023,17,14,20,0,,237,11,33.3,1016.3
23/08/2023,16.9,13,19,0.3,,235,12.2,35.2,1014.7
24/08/2023,15.8,13,18,0,,252,11.4,35.2,1013.5
25/08/2023,14.7,13,17,7.1,,90,7,31.5,1007.3
26/08/2023,15.8,14,17,13.7,,72,8.5,35.2,1005.9
27/08/2023,15.8,13,19,1.2,,204,15.3,33.3,1006.3
28/08/2023,15,12,18,0,,201,11,31.5,1005.8
29/08/2023,15.3,13,17,0,,218,13.5,33.3,1008.4
30/08/2023,15.3,11,20,0,,170,5.6,18.5,1006
31/08/2023,13.2,9,20,0,,11,2.9,18.5,1005.4
01/09/2023,15.6,11,20,0,,315,6,27.8,1008.1
02/09/2023,14.9,9,19,0,,270,10.3,27.8,1014.6
03/09/2023,15.6,13,18,0.4,,230,10.3,38.9,1020
04/09/2023,18.3,17,21,0,,250,17.2,37,1022.5
05/09/2023,17.5,15,21,0,,233,15.5,40.8,1020.3
06/09/2023,15.7,11,20,0,,121,5.3,20.4,1024
07/09/2023,16.3,10,21,0,,168,7,22.2,1026.4
08/09/2023,16.8,12,23,0,,158,5.3,16.7,1021.8
09/09/2023,18.4,11,25,0,,150,8.9,24.1,1016.7
10/09/2023,16.5,14,18,0,,244,6.2,20.4,1016
11/09/2023,18,16,20,0,,178,11.5,31.5,1012.3
12/09/2023,17.5,13,19,0,,233,12.8,27.8,1009.8
13/09/2023,13.4,9,19,0,,357,6.5,24.1,1013.6
14/09/2023,11.2,5,17,0,,349,4.8,18.5,1019.9
15/09/2023,14.7,9,18,0,,182,13.1,29.6,1021
16/09/2023,15.5,12,20,0,,153,10.3,24.1,1018
17/09/2023,14.7,12,18,0,,56,12,31.5,1018.1
18/09/2023,16.7,14,19,6.2,,124,23.1,51.8,1007.2
19/09/2023,15.5,13,18,15.4,,203,26.5,55.5,994.6
20/09/2023,16.4,13,19,4,,206,22.5,44.5,998.3
21/09/2023,19.8,17,23,0,,169,23.5,51.8,998.7
22/09/2023,16.1,12,19,7,,192,9.8,37,996.9
23/09/2023,13.8,11,16,0.4,,210,7.7,33.3,1005.5
24/09/2023,14.3,13,16,0,,245,22.5,48.2,1019.4
25/09/2023,16.3,15,18,0,,186,26.2,50,1021.8
26/09/2023,16.3,13,19,0,,168,9.9,29.6,1022.3
27/09/2023,16.1,14,18,0,,170,11.4,29.6,1018.6
28/09/2023,16.4,13,20,0,,152,14.2,37,1013.7
29/09/2023,15.9,14,17,4.1,,213,16.9,33.3,1010.5
30/09/2023,14.9,14,16,0,,258,29.1,61.1,1013
01/10/2023,14.2,12,16,0,,251,15.5,46.3,1016.3
02/10/2023,15.5,14,17,0,,231,14.3,27.8,1013.4
03/10/2023,11.7,9,14,36.2,,283,13.4,44.5,1004.3
04/10/2023,13.7,12,15,3.3,,258,30,63,1007.3
05/10/2023,11.4,7,14,7.7,,295,13.2,48.2,1010.7
06/10/2023,13.1,7,16,5.8,,214,21.9,66.7,1005.6
07/10/2023,8.8,3,15,0,,341,11.6,70.4,1009.7
08/10/2023,4.3,-2,11,0,,354,4.6,25.9,1022.5
09/10/2023,7.2,3,12,0,,329,4.1,24.1,1016.3
10/10/2023,9.3,3,15,4,,220,14,42.6,1010.5
11/10/2023,13.8,11,15,2.5,,232,29.6,70.4,995.9
12/10/2023,11.7,11,13,0,,271,31.9,81.5,1001.5
13/10/2023,11.4,9,14,7.6,,202,19.6,48.2,997.4
14/10/2023,11.2,9,12,2.2,,249,34.7,79.6,987.9
15/10/2023,10.1,4,12,0,,307,19.2,74.1,1000.8
16/10/2023,4.8,0,10,0,,330,5.6,25.9,1013.9
17/10/2023,11.1,4,12,0,,268,24.1,51.8,1013.8
18/10/2023,6.1,0,11,0,,29,8.8,35.2,1014.6
19/10/2023,3.8,1,6,0,,67,20.2,50,1012.7
20/10/2023,3.2,0,6,0,,55,26.9,75.9,1008.9
21/10/2023,4.8,3,6,8.4,,68,24.6,79.6,1004.1
22/10/2023,7.9,6,10,2,,83,10.8,35.2,1005
23/10/2023,10,9,11,0.3,,115,7.2,29.6,1009
24/10/2023,8.4,6,10,0,,66,14.3,40.8,1012.3
25/10/2023,5.3,4,6,2.6,,60,19.9,50,1007.5
26/10/2023,3.9,3,5,0,,50,17,40.8,1003.6
27/10/2023,3.5,2,4,0,,47,12.5,27.8,1001.3
28/10/2023,3.2,2,4,0,,59,12,27.8,1004.1
29/10/2023,4,3,5,17.1,,81,18,51.8,998.6
30/10/2023,7.2,4,11,5.8,,153,18.4,55.5,993.1
31/10/2023,2.6,1,4,0,,2,14.8,35.2,997
01/11/2023,1.5,-2,4,1.8,,35,8.6,38.9,1002.6
02/11/2023,8.7,4,11,0.7,,112,19.1,48.2,990.5
03/11/2023,10.1,9,11,7.9,,121,14.1,46.3,983.8
04/11/2023,8.8,7,10,0,,145,9.3,29.6,982.5
05/11/2023,7.9,6,9,0.2,,93,12.8,35.2,980.2
06/11/2023,8,5,11,1,,179,9.7,33.3,988.9
07/11/2023,8,6,9,0,,206,7.3,27.8,999.1
08/11/2023,7.3,6,8,0,,12,3.1,20.4,1001.3
09/11/2023,7.5,3,10,9.5,,245,8.7,46.3,996.7
10/11/2023,5.3,4,6,4.5,,48,6.6,18.5,994.3
11/11/2023,5.3,3,7,0,,29,6.2,18.5,1000.8
12/11/2023,4.6,3,8,0,,33,6.9,22.2,1006.1
13/11/2023,1.7,0,4,0,,70,13.7,35.2,1005
14/11/2023,1.7,1,3,0,,53,19.2,44.5,999.2
15/11/2023,0.5,-1,2,0,,50,12,25.9,1010.9
16/11/2023,1,0,2,0,,49,15.9,35.2,1014.5
17/11/2023,-0.3,-3,2,0,,39,11.6,31.5,1020
18/11/2023,-1,-4,2,0,,89,5.6,22.2,1022.9
19/11/2023,1.7,-1,4,0,,95,16,35.2,1008.1
20/11/2023,2.3,0,4,0,,62,11.1,27.8,1010.5
21/11/2023,1.3,0,3,0,,56,9.5,22.2,1023.3
22/11/2023,4.1,1,9,8.5,,194,26.8,75.9,1015.7
23/11/2023,7.9,5,9,0,,277,33.2,72.2,990.8
24/11/2023,2.7,0,5,0,,338,18.6,53.7,992.8
25/11/2023,-2.5,-7,0,0,,14,7.6,27.8,1005.5
26/11/2023,-6.7,-10,0,0,,7,0.4,20.4,1010
27/11/2023,-5.8,-8,-2,0,,24,9.2,33.3,1011.3
28/11/2023,-8,-10,-5,0,,13,9.2,27.8,1005.9
29/11/2023,-6.8,-12,-3,1.2,,29,6.9,33.3,1001.8
30/11/2023,-4.3,-8,-2,0.1,,25,10.7,29.6,1006.8
01/12/2023,-4.6,-11,-2,0,,14,10.9,27.8,1008.7
02/12/2023,-7.3,-13,-4,0,,12,2.3,16.7,1012
03/12/2023,-6.8,-11,-5,0,,21,1.7,14.8,1018.5
04/12/2023,-4.2,-8,-2,0,,78,4,20.4,1017.1
05/12/2023,-6.3,-11,-3,0,,23,5.9,27.8,1017.2
06/12/2023,-2.4,-5,0,0.3,,38,8.6,29.6,1020
07/12/2023,-2.6,-3,-2,2.3,,35,10.1,25.9,1020.4
08/12/2023,-1,-4,2,2,,64,9.4,25.9,1016.6
09/12/2023,1.3,1,2,2.2,,114,13.8,33.3,1008.4
10/12/2023,2,1,3,0.2,,82,19,37,1003.7
11/12/2023,1.3,1,2,1.2,,45,15,33.3,1000.7
12/12/2023,-0.5,-2,1,0,,33,8.3,22.2,1009.8
13/12/2023,-2.2,-3,-2,0,,43,12.3,27.8,1011.4
14/12/2023,-2.1,-3,-2,0,,83,5.9,18.5,1017.7
15/12/2023,3.3,-2,6,0.6,,222,12.4,38.9,1021.5
16/12/2023,6.8,5,8,0.4,,229,22.1,53.7,1020.2
17/12/2023,7.4,7,8,5,,239,22.8,50,1016.3
18/12/2023,7.1,6,8,4.8,,225,19.9,46.3,1012.3
19/12/2023,5.7,4,8,0.9,,237,19.2,55.5,1003.2
20/12/2023,4.1,3,5,0.5,,246,18.1,44.5,992.5
21/12/2023,2.8,-1,7,14.7,,243,20.4,55.5,970.8
22/12/2023,-0.3,-1,0,3.9,,324,24.9,64.8,978.9
23/12/2023,-5,-10,-1,0,,349,6.2,44.5,992.3
24/12/2023,-1.6,-10,6,4.9,,134,11.4,50,986.8
25/12/2023,4.7,0,7,2,,266,22.8,66.7,984.6
26/12/2023,2.5,-2,4,2.6,,282,8.2,29.6,995.5
27/12/2023,-2.5,-6,2,0,,18,3.2,31.5,1013.4
28/12/2023,3.6,-1,6,10.1,,178,19.2,57.4,995.3
29/12/2023,5.7,4,6,12.2,,214,20.5,44.5,989.3
30/12/2023,2.5,1,4,3.5,,319,5.6,25.9,999.9
31/12/2023,2,1,3,0.8,,91,21,50,1006.4
01/01/2024,0.9,-1,2,10.6,,92,23.3,53.7,1004
02/01/2024,-1.8,-3,-1,0.3,,78,26.2,53.7,1004.8
03/01/2024,-3.3,-5,-2,0,,70,33.6,72.2,997.1
04/01/2024,-7.4,-12,-5,0,,45,19.6,61.1,1006.2
05/01/2024,-12,-14,-9,0,,24,8.2,25.9,1013
06/01/2024,-13.4,-16,-10,0,,19,4.6,18.5,1021.9
07/01/2024,-12.3,-15,-9,0,,24,5,20.4,1033
08/01/2024,-8.8,-14,-4,0,,12,1,13,1039.5
09/01/2024,-3.4,-10,0,0,,354,0.5,14.8,1036.5
10/01/2024,-3,-5,-2,0,,354,0.9,13,1032.4
11/01/2024,-3.8,-8,0,0,,358,0.6,22.2,1029.8
12/01/2024,-5.2,-9,0,0,,353,1.8,18.5,1022.9
13/01/2024,1.3,-2,4,0.9,,258,11.2,35.2,1001.3
14/01/2024,-0.5,-4,2,0,,254,7.7,27.8,990.1
15/01/2024,-6.8,-14,-2,2.6,,21,15,50,990.1
16/01/2024,-10.7,-18,-1,2.2,,74,8,50,999.8
17/01/2024,0.4,0,2,8.5,,209,30,72.2,982.9
18/01/2024,-5.6,-16,1,0,,309,7.7,37,989.2
19/01/2024,0.8,-1,2,0,,264,16.4,40.8,999.5
20/01/2024,-2.7,-8,2,4,,41,6.2,35.2,1012.9
21/01/2024,1.9,0,3,12.8,,183,27.9,57.4,1009.5
22/01/2024,4.7,3,6,26.4,,198,34.3,75.9,988.3
23/01/2024,4.8,4,6,0,,236,22.9,55.5,1000.2
24/01/2024,5.5,2,7,19.9,,234,26.2,57.4,990.1
25/01/2024,1.4,-4,6,0,,320,6.3,31.5,1014.2
26/01/2024,2.9,-3,6,18.8,,183,22.8,55.5,1008.2
27/01/2024,4.9,3,6,0,,243,18.7,53.7,1022.4
28/01/2024,4.4,3,5,0,,195,25,44.5,1025.8
29/01/2024,4.3,4,5,0,,182,17.1,44.5,1021.9
30/01/2024,4.8,4,6,5.8,,156,13,35.2,1020.8
31/01/2024,3.8,1,5,3.5,,226,21.9,63,1014.5
01/02/2024,4.5,4,5,0.6,,273,31,72.2,1007.5
02/02/2024,5.4,3,7,8,,232,24.2,63,1006.9
03/02/2024,5.9,5,7,0,,265,30.9,66.7,1002
04/02/2024,5.1,4,6,1.9,,266,29.4,70.4,996.9
05/02/2024,2.9,-1,5,0,,301,19.3,59.3,998.7
06/02/2024,-0.7,-2,1,1.6,,24,6.8,37,991.5
07/02/2024,-2.7,-5,-2,0,,4,8.4,27.8,995.2
08/02/2024,-2.1,-6,0,4.4,,47,5.3,25.9,998
09/02/2024,-3.5,-5,-2,0,,68,14.3,40.8,1001.7
10/02/2024,-2.3,-4,0,0.2,,64,22.8,53.7,1001
11/02/2024,0.3,0,1,0.6,,67,20.7,42.6,1001
12/02/2024,-0.8,-2,0,11.1,,46,14.2,38.9,1001.1
13/02/2024,-0.3,-4,3,1.8,,65,5.7,22.2,1008
14/02/2024,2.7,2,4,0,,135,5.5,24.1,1013.2
15/02/2024,3.6,2,6,6.6,,88,8.6,31.5,1013.5
16/02/2024,7.2,4,9,15.4,,193,22.5,37,1005.3
17/02/2024,2.3,-3,6,0.4,,348,9.3,29.6,1022.4
18/02/2024,1.8,-3,5,5.4,,135,11.3,42.6,1022.5
19/02/2024,2.5,1,5,1.1,,288,8.1,24.1,1013.8
20/02/2024,3.3,1,6,0.5,,254,7.9,27.8,1013.8
21/02/2024,4.3,3,5,9.9,,214,14.2,31.5,1003.8
22/02/2024,6.2,5,7,5.4,,153,17.8,44.5,988.2
23/02/2024,5.8,5,7,9.9,,172,35.5,87,980.5
24/02/2024,5.1,4,7,0,,169,13.1,46.3,998.3
25/02/2024,4.2,2,5,13.2,,160,13.9,31.5,1002.6
26/02/2024,3,2,5,0.9,,21,4.3,18.5,1010.3
27/02/2024,2.3,2,3,0,,228,5.3,22.2,1017.6
28/02/2024,3.4,2,5,1.7,,191,17.4,37,1015.1
29/02/2024,4.5,4,5,13.5,,170,26.6,59.3,1009.6
01/03/2024,5.9,3,8,0.3,,138,14,44.5,1006.5
02/03/2024,6.8,4,9,1.8,,95,8.5,27.8,1008.8
03/03/2024,7.7,6,9,0,,74,12.4,29.6,1012
04/03/2024,4.3,2,7,0,,60,16.6,37,1018.7
05/03/2024,1.6,0,3,0,,56,20.5,46.3,1026.1
06/03/2024,2.1,-1,5,0,,50,15.4,33.3,1030.1
07/03/2024,0.4,-4,6,0,,348,2.8,14.8,1031.3
08/03/2024,1.3,-5,10,0,,25,5.9,22.2,1024.5
09/03/2024,0,-4,4,0,,61,12.7,35.2,1018.5
10/03/2024,1.3,0,4,0,,70,19.8,46.3,1017
11/03/2024,3.2,0,7,0,,58,23.3,50,1015.4
12/03/2024,3.2,-1,7,0,,51,9.1,29.6,1015
13/03/2024,4.6,3,7,0.2,,168,14.2,40.8,1011.9
14/03/2024,6.9,6,7,10.5,,194,21.6,42.6,1004.2
15/03/2024,8,7,9,7.9,,189,22.5,40.8,1000.9
16/03/2024,5,1,8,1.8,,242,23.1,51.8,1002.8
17/03/2024,0.5,-3,4,0,,29,13,37,1024.2
18/03/2024,-0.2,-3,4,0,,72,7,24.1,1023.3
19/03/2024,2.3,0,5,1,,151,14.6,37,1020.6
20/03/2024,4,3,5,1.6,,221,11,35.2,1016.8
21/03/2024,3.6,3,5,1.3,,249,8.1,27.8,1016.6
22/03/2024,6.1,4,9,5.1,,226,22.9,53.7,1003.5
23/03/2024,5.1,3,7,0.6,,205,18.1,37,996.6
24/03/2024,4.7,3,6,3.1,,190,7.8,24.1,994.2
25/03/2024,3.6,0,6,0,,28,6.8,18.5,1001
26/03/2024,4,0,7,0.1,,128,8.4,31.5,1000.5
27/03/2024,8.5,3.6,15,0,,105,16.3,35.2,992.1
28/03/2024,7.4,4,11,3.1,,80,15.2,38.9,984.9
29/03/2024,7,6,8,0.3,,184,19.8,37,993.1
30/03/2024,8.7,5,12,0,,123,11.8,35.2,1001.8
31/03/2024,7.9,6,10,0,,226,9.5,35.2,999.3
01/04/2024,9.1,5,13,0,,45,14.6,44.5,998.1
02/04/2024,1.5,-1,8,15.9,,41,20.7,55.5,1000
03/04/2024,-1.3,-3,1,0.6,,33,12.5,35.2,1008.3
04/04/2024,0.7,-1,2,7.2,,95,16.8,50,1005.7
05/04/2024,4.8,2,7,8.6,,159,10.9,33.3,1002
06/04/2024,7.3,4,12,0.1,,212,9.1,44.5,1007.8
07/04/2024,11.4,8,15,10.9,,190,22.1,44.5,1007.2
08/04/2024,11,8,14,0,,200,14.5,33.3,1009.4
09/04/2024,10.3,5,16,14.1,,91,6.2,29.6,1007.7
10/04/2024,8.1,7,9,0.4,,221,28.5,75.9,1013
11/04/2024,9,6,13,11.2,,209,25.9,55.5,1018.4
12/04/2024,7.7,6,10,16.7,,217,17.4,37,1019.3
13/04/2024,9.4,7,12,6.4,,219,18.5,38.9,1013.2
14/04/2024,7.9,6,9,3,,255,35.1,83.3,1004.7
15/04/2024,7,5,9,0,,252,12.6,42.6,1003.9
16/04/2024,6.4,2,11,0,,20,12,33.3,1000.7
17/04/2024,4.6,-2,9,0,,318,6.9,24.1,1008.3
18/04/2024,4.1,-1,8,0.1,,36,8.6,27.8,1012.5
19/04/2024,2.6,-1,7,0,,68,14.9,37,1007.5
20/04/2024,1.6,-4,7,0,,342,5.3,20.4,1015.6
21/04/2024,2.6,-3,8,0,,26,10.4,37,1027.1
22/04/2024,1.7,-3,6,0,,10,11.7,27.8,1025.9
23/04/2024,3.3,-2,9,0.6,,161,8.4,24.1,1013.6
24/04/2024,3.6,-2,8,0,,92,6.5,18.5,1008.9
25/04/2024,4.8,-1,9,0,,15,4.4,20.4,1005.3
26/04/2024,6.7,3,11,0.7,,65,11.6,31.5,1007
27/04/2024,6.1,2,10,1.3,,47,6.7,24.1,1011.8
28/04/2024,13.3,7,21,0.7,,104,14.4,38.9,1012.4
29/04/2024,11.1,9,16,5.5,,193,18,35.2,1019.5
30/04/2024,13.5,5,20,0,,84,11.6,38.9,1024.9
01/05/2024,17.1,11,23,0,,65,20.6,48.2,1019.8
02/05/2024,16.4,10,24,0,,58,20.2,55.5,1015.5
03/05/2024,16.4,8,24,0,,56,17.2,48.2,1014
04/05/2024,12.6,7,18,0,,257,6.2,22.2,1013.8
05/05/2024,13.2,9,18,5.8,,24,5.6,24.1,1007.1
06/05/2024,10.1,7,12,8,,66,13.6,44.5,1008.3
07/05/2024,9.3,4,14,0,,334,7.1,20.4,1021.5
08/05/2024,10.5,6,14,0,,279,9.4,27.8,1024.8
09/05/2024,10.7,9,13,3.9,,237,15,44.5,1021.9
10/05/2024,12,10,15,0,,20,10.4,33.3,1020.5
11/05/2024,11.5,4,17,0,,313,6.4,22.2,1024.2
12/05/2024,12.1,4,17,0,,287,6.6,22.2,1024.8
13/05/2024,13.5,5,20,0,,319,6.6,24.1,1020.5
14/05/2024,15.3,6,22,0,,325,6.6,25.9,1017.8
15/05/2024,16.5,8,23,0,,104,7.3,24.1,1018.1
16/05/2024,17.4,11,23,0,,97,13.5,35.2,1018.8
17/05/2024,17.5,12,24,0,,130,13,35.2,1018.3
18/05/2024,16,6,24,0,,356,7.6,25.9,1016.2
19/05/2024,16.5,7,23,0,,331,7.5,24.1,1012.3
20/05/2024,17.3,9,24,0,,26,10.5,31.5,1015
21/05/2024,18.5,12,25,0,,68,14.1,38.9,1018.8
22/05/2024,19.7,11,26,0,,82,18.8,46.3,1015.6
23/05/2024,18.9,13,27,0,,63,13.1,44.5,1013.6
24/05/2024,14.8,12,17,1,,314,8.1,24.1,1019.1
25/05/2024,17.3,11,25,0,,37,6.6,22.2,1020
26/05/2024,17.5,11,24,7.9,,78,6.7,29.6,1019.5
27/05/2024,17.8,14,23,0,,142,13.5,33.3,1015.6
28/05/2024,16.2,12,21,10.7,,110,10.1,33.3,1012.8
29/05/2024,15.2,9,18,0.2,,149,9.2,31.5,1010.9
30/05/2024,15.7,13,19,4.8,,110,10.8,37,1007.8
31/05/2024,17.9,12,24,0,,33,9,29.6,1011.8
01/06/2024,20.7,14,27,0,,12,6.6,24.1,1014.5
02/06/2024,19.4,13,25,0,,315,7.8,22.2,1012.8
03/06/2024,16.2,14,18,0,,235,20,55.5,1009.2
04/06/2024,15.7,13,18,0.4,,234,22.9,46.3,1008.9
05/06/2024,14,10,16,13,,214,23.6,57.4,1003.1
06/06/2024,11.2,8,14,1.4,,221,16.3,42.6,1010.7
07/06/2024,11.4,8,15,1.4,,211,14.2,35.2,1012.5
08/06/2024,10.5,8,15,20.7,,210,14.3,37,1004.7
09/06/2024,10.4,8,13,0.7,,229,24.5,66.7,996.5
10/06/2024,12.5,11,16,7.6,,230,25.1,63,996.4
11/06/2024,12.5,7,16,0,,240,7.9,22.2,1003.2
12/06/2024,12.1,7,17,0,,216,9.1,35.2,1007.4
13/06/2024,11.2,10,14,0,,215,17.7,38.9,1010
14/06/2024,12.8,10,15,0.2,,135,9.3,29.6,1011.4
15/06/2024,14.1,11,18,10.9,,118,18.2,59.3,1004.5
16/06/2024,16.1,12,20,0,,171,16.5,38.9,1007.2
17/06/2024,15.4,13,18,0.3,,176,12,33.3,1009.5
18/06/2024,14.3,11,16,0,,213,15.8,38.9,1011.1
19/06/2024,14.8,13,17,0,,255,18.3,35.2,1010.8
20/06/2024,14.2,11,16,0,,246,19.5,44.5,1016.3
21/06/2024,15.6,13,19,0,,250,9.2,29.6,1014.6
22/06/2024,13.3,12,14,15.7,,58,7.4,31.5,1007.2
23/06/2024,14.7,13,18,1,,315,10.3,25.9,1012.6
24/06/2024,16.3,12,20,0,,207,9.2,22.2,1018.2
25/06/2024,16.8,10,21,0,,296,6,16.7,1020.2
26/06/2024,18.5,10,24,0,,258,6.1,16.7,1016.3
27/06/2024,21.7,13,28,0,,99,8.2,22.2,1010.5
28/06/2024,19,16,24,2,,227,11.7,35.2,1007.4
29/06/2024,15.8,14,18,0,,244,16.9,40.8,1013.3
30/06/2024,14.6,13,17,5.4,,18,6.1,24.1,1007.4
01/07/2024,15.4,11,18,0,,248,17.2,42.6,1005.5
02/07/2024,15.7,14,18,0,,245,15.6,35.2,1002.5
03/07/2024,15.8,14,18,0,,226,13.5,35.2,1000.1
04/07/2024,13.1,12,14,8.1,,182,15.4,40.8,997.6
05/07/2024,13,11,15,5.2,,219,21.9,51.8,998.3
